,Path,Length,Shruti,Stroke
6694,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230721__akshaylaya__tham-e-013.wav,10497.0,E,tham
6695,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230722__akshaylaya__tham-e-014.wav,10241.0,E,tham
6696,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230723__akshaylaya__tham-e-015.wav,9985.0,E,tham
6697,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230724__akshaylaya__tham-e-016.wav,9985.0,E,tham
6698,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230725__akshaylaya__tham-e-017.wav,10241.0,E,tham
6699,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230726__akshaylaya__tham-e-018.wav,9985.0,E,tham
6700,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230727__akshaylaya__tham-e-019.wav,9217.0,E,tham
6701,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230728__akshaylaya__tham-e-020.wav,9729.0,E,tham
6702,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230729__akshaylaya__tham-e-021.wav,9729.0,E,tham
6703,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230730__akshaylaya__tham-e-022.wav,9985.0,E,tham
6704,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230731__akshaylaya__tham-e-023.wav,22017.0,E,tham
6705,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230732__akshaylaya__tham-e-024.wav,9473.0,E,tham
6706,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230733__akshaylaya__tham-e-025.wav,9217.0,E,tham
6707,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230734__akshaylaya__tham-e-026.wav,9729.0,E,tham
6708,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230735__akshaylaya__tham-e-027.wav,22273.0,E,tham
6709,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230736__akshaylaya__tham-e-028.wav,21505.0,E,tham
6710,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230737__akshaylaya__tham-e-029.wav,19457.0,E,tham
6711,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230738__akshaylaya__tham-e-030.wav,19457.0,E,tham
6712,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230739__akshaylaya__tham-e-031.wav,19201.0,E,tham
6713,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230740__akshaylaya__tham-e-032.wav,10241.0,E,tham
6714,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230741__akshaylaya__tham-e-033.wav,9985.0,E,tham
6715,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230742__akshaylaya__tham-e-034.wav,14542.0,E,tham
6716,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230743__akshaylaya__tham-e-035.wav,19201.0,E,tham
6717,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230744__akshaylaya__tham-e-036.wav,9729.0,E,tham
6718,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230745__akshaylaya__tham-e-037.wav,9473.0,E,tham
6719,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230746__akshaylaya__tham-e-038.wav,9729.0,E,tham
6720,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230747__akshaylaya__tham-e-039.wav,9985.0,E,tham
6721,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230748__akshaylaya__tham-e-040.wav,22785.0,E,tham
6722,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230749__akshaylaya__tham-e-041.wav,16712.0,E,tham
6723,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230750__akshaylaya__tham-e-042.wav,10753.0,E,tham
6724,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230751__akshaylaya__tham-e-043.wav,20338.0,E,tham
6725,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230752__akshaylaya__tham-e-044.wav,22785.0,E,tham
6726,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230753__akshaylaya__tham-e-045.wav,22017.0,E,tham
6727,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230754__akshaylaya__tham-e-046.wav,19173.0,E,tham
6728,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230755__akshaylaya__tham-e-047.wav,9985.0,E,tham
6729,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230756__akshaylaya__tham-e-048.wav,21761.0,E,tham
6730,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230757__akshaylaya__tham-e-049.wav,13830.0,E,tham
6731,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230758__akshaylaya__tham-e-050.wav,9473.0,E,tham
6732,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230759__akshaylaya__thi-e-001.wav,4353.0,E,thi
6733,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230760__akshaylaya__thi-e-002.wav,4097.0,E,thi
6734,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230761__akshaylaya__thi-e-003.wav,5377.0,E,thi
6735,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230762__akshaylaya__thi-e-004.wav,4865.0,E,thi
6736,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230763__akshaylaya__thi-e-005.wav,4609.0,E,thi
6737,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230764__akshaylaya__thi-e-006.wav,8705.0,E,thi
6738,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230765__akshaylaya__thi-e-007.wav,4865.0,E,thi
6739,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230766__akshaylaya__thi-e-008.wav,9217.0,E,thi
6740,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230767__akshaylaya__thi-e-009.wav,4865.0,E,thi
6741,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230768__akshaylaya__thi-e-010.wav,7343.0,E,thi
6742,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230769__akshaylaya__thi-e-011.wav,4609.0,E,thi
6743,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230770__akshaylaya__thi-e-012.wav,8961.0,E,thi
6744,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230771__akshaylaya__thi-e-013.wav,4097.0,E,thi
6745,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230772__akshaylaya__thi-e-014.wav,4609.0,E,thi
6746,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230773__akshaylaya__thi-e-015.wav,8961.0,E,thi
6747,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230774__akshaylaya__thi-e-016.wav,4865.0,E,thi
6748,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230775__akshaylaya__thi-e-017.wav,7646.0,E,thi
6749,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230776__akshaylaya__thi-e-018.wav,4865.0,E,thi
6750,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230777__akshaylaya__thi-e-019.wav,5633.0,E,thi
6751,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230778__akshaylaya__thi-e-020.wav,9985.0,E,thi
6752,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230779__akshaylaya__thi-e-021.wav,9985.0,E,thi
6753,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230780__akshaylaya__thi-e-022.wav,9473.0,E,thi
6754,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230781__akshaylaya__thi-e-023.wav,5121.0,E,thi
6755,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230782__akshaylaya__thi-e-024.wav,4361.0,E,thi
6756,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230783__akshaylaya__thi-e-025.wav,4560.0,E,thi
6757,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230784__akshaylaya__thi-e-026.wav,10241.0,E,thi
6758,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230785__akshaylaya__thi-e-027.wav,10497.0,E,thi
6759,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230786__akshaylaya__thi-e-028.wav,10241.0,E,thi
6760,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230787__akshaylaya__thi-e-029.wav,5121.0,E,thi
6761,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230788__akshaylaya__thi-e-030.wav,4658.0,E,thi
6762,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230789__akshaylaya__thi-e-031.wav,10497.0,E,thi
6763,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230790__akshaylaya__thi-e-032.wav,10241.0,E,thi
6764,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230791__akshaylaya__thi-e-033.wav,9985.0,E,thi
6765,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230792__akshaylaya__thi-e-034.wav,10497.0,E,thi
6766,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230793__akshaylaya__thi-e-035.wav,4097.0,E,thi
6767,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230794__akshaylaya__thi-e-036.wav,9473.0,E,thi
6768,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230795__akshaylaya__thi-e-037.wav,10753.0,E,thi
6769,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230796__akshaylaya__thi-e-038.wav,9217.0,E,thi
6770,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230797__akshaylaya__thi-e-039.wav,10241.0,E,thi
6771,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230798__akshaylaya__thi-e-040.wav,9985.0,E,thi
6772,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230799__akshaylaya__thi-e-041.wav,11009.0,E,thi
6773,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230800__akshaylaya__thi-e-042.wav,9985.0,E,thi
6774,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230801__akshaylaya__thi-e-043.wav,10241.0,E,thi
6775,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230802__akshaylaya__thi-e-044.wav,9729.0,E,thi
6776,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230803__akshaylaya__thi-e-045.wav,10241.0,E,thi
6777,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230804__akshaylaya__thi-e-046.wav,4353.0,E,thi
6778,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230805__akshaylaya__thi-e-047.wav,9473.0,E,thi
6779,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230806__akshaylaya__thi-e-048.wav,10753.0,E,thi
6780,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230807__akshaylaya__thi-e-049.wav,9473.0,E,thi
6781,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230808__akshaylaya__thi-e-050.wav,9473.0,E,thi
6782,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230809__akshaylaya__thi-e-051.wav,9729.0,E,thi
6783,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230810__akshaylaya__thi-e-052.wav,9729.0,E,thi
6784,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230811__akshaylaya__thi-e-053.wav,9729.0,E,thi
6785,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230812__akshaylaya__thi-e-054.wav,9729.0,E,thi
6786,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230813__akshaylaya__thi-e-055.wav,5377.0,E,thi
6787,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230814__akshaylaya__thi-e-056.wav,6401.0,E,thi
6788,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230815__akshaylaya__thi-e-057.wav,3903.0,E,thi
6789,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230816__akshaylaya__thi-e-058.wav,11521.0,E,thi
6790,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230817__akshaylaya__thi-e-059.wav,5377.0,E,thi
6791,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230818__akshaylaya__thi-e-060.wav,4609.0,E,thi
6792,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230819__akshaylaya__thi-e-061.wav,5121.0,E,thi
6793,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230820__akshaylaya__thi-e-062.wav,4739.0,E,thi
6794,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230821__akshaylaya__thi-e-063.wav,5121.0,E,thi
6795,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230822__akshaylaya__thi-e-064.wav,4865.0,E,thi
6796,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230823__akshaylaya__thi-e-065.wav,4865.0,E,thi
6797,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230824__akshaylaya__thi-e-066.wav,4454.0,E,thi
6798,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230825__akshaylaya__thi-e-067.wav,5121.0,E,thi
6799,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230826__akshaylaya__thi-e-068.wav,4353.0,E,thi
6800,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230827__akshaylaya__thi-e-069.wav,5121.0,E,thi
6801,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230828__akshaylaya__thi-e-070.wav,4865.0,E,thi
6802,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230829__akshaylaya__thi-e-071.wav,4865.0,E,thi
6803,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230830__akshaylaya__thi-e-072.wav,4609.0,E,thi
6804,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230831__akshaylaya__thi-e-073.wav,5121.0,E,thi
6805,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230832__akshaylaya__thi-e-074.wav,4865.0,E,thi
6806,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230833__akshaylaya__thi-e-075.wav,4507.0,E,thi
6807,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230834__akshaylaya__thi-e-076.wav,5889.0,E,thi
6808,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230835__akshaylaya__thi-e-077.wav,4865.0,E,thi
6809,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230836__akshaylaya__thi-e-078.wav,5377.0,E,thi
6810,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230837__akshaylaya__thi-e-079.wav,4353.0,E,thi
6811,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230838__akshaylaya__thi-e-080.wav,5889.0,E,thi
6812,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230839__akshaylaya__thi-e-081.wav,4865.0,E,thi
6813,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230840__akshaylaya__thi-e-082.wav,5633.0,E,thi
6814,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230841__akshaylaya__thi-e-083.wav,4604.0,E,thi
6815,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230842__akshaylaya__thi-e-084.wav,8961.0,E,thi
6816,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230843__akshaylaya__thi-e-085.wav,8449.0,E,thi
6817,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230844__akshaylaya__thi-e-086.wav,9473.0,E,thi
6818,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230845__akshaylaya__thi-e-087.wav,8664.0,E,thi
6819,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230846__akshaylaya__thi-e-088.wav,5377.0,E,thi
6820,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230847__akshaylaya__thi-e-089.wav,4609.0,E,thi
6821,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230848__akshaylaya__thi-e-090.wav,4414.0,E,thi
6822,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230849__akshaylaya__thi-e-091.wav,5377.0,E,thi
6823,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230850__akshaylaya__thi-e-092.wav,4865.0,E,thi
6824,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230851__akshaylaya__thi-e-093.wav,4609.0,E,thi
6825,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230852__akshaylaya__thi-e-094.wav,4657.0,E,thi
6826,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230853__akshaylaya__thi-e-095.wav,4865.0,E,thi
6827,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230854__akshaylaya__thi-e-096.wav,4865.0,E,thi
6828,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230855__akshaylaya__thi-e-097.wav,4865.0,E,thi
6829,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230856__akshaylaya__thi-e-098.wav,5121.0,E,thi
6830,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230857__akshaylaya__thi-e-099.wav,4609.0,E,thi
6831,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230858__akshaylaya__thi-e-100.wav,3277.0,E,thi
6832,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230859__akshaylaya__thi-e-101.wav,4353.0,E,thi
6833,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230860__akshaylaya__thi-e-102.wav,11265.0,E,thi
6834,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230861__akshaylaya__thi-e-103.wav,10753.0,E,thi
6835,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230862__akshaylaya__thi-e-104.wav,10753.0,E,thi
6836,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230863__akshaylaya__thi-e-105.wav,6827.0,E,thi
6837,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230864__akshaylaya__thi-e-106.wav,16129.0,E,thi
6838,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230865__akshaylaya__thi-e-107.wav,15617.0,E,thi
6839,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230866__akshaylaya__thi-e-108.wav,15105.0,E,thi
6840,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230867__akshaylaya__thi-e-109.wav,15617.0,E,thi
6841,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230868__akshaylaya__thi-e-110.wav,15361.0,E,thi
6842,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230869__akshaylaya__thi-e-111.wav,15361.0,E,thi
6843,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230870__akshaylaya__thi-e-112.wav,4353.0,E,thi
6844,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230871__akshaylaya__thi-e-113.wav,4353.0,E,thi
6845,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230872__akshaylaya__thi-e-114.wav,5377.0,E,thi
6846,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230873__akshaylaya__thi-e-115.wav,6145.0,E,thi
6847,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230874__akshaylaya__thi-e-116.wav,12289.0,E,thi
6848,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230875__akshaylaya__thi-e-117.wav,11265.0,E,thi
6849,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230876__akshaylaya__thi-e-118.wav,11550.0,E,thi
6850,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230877__akshaylaya__thi-e-119.wav,5121.0,E,thi
6851,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230878__akshaylaya__thi-e-120.wav,5889.0,E,thi
6852,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230879__akshaylaya__thi-e-121.wav,5377.0,E,thi
6853,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230880__akshaylaya__thi-e-122.wav,5889.0,E,thi
6854,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230881__akshaylaya__thi-e-123.wav,5889.0,E,thi
6855,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230882__akshaylaya__thi-e-124.wav,3950.0,E,thi
6856,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230883__akshaylaya__thi-e-125.wav,4752.0,E,thi
6857,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230884__akshaylaya__thi-e-126.wav,6657.0,E,thi
6858,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230885__akshaylaya__thi-e-127.wav,6657.0,E,thi
6859,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230886__akshaylaya__thi-e-128.wav,6657.0,E,thi
6860,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230887__akshaylaya__thi-e-129.wav,5493.0,E,thi
6861,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230888__akshaylaya__thi-e-130.wav,6657.0,E,thi
6862,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230889__akshaylaya__thi-e-131.wav,6913.0,E,thi
6863,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230890__akshaylaya__thi-e-132.wav,6657.0,E,thi
6864,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230891__akshaylaya__thi-e-133.wav,6923.0,E,thi
6865,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230892__akshaylaya__thi-e-134.wav,11521.0,E,thi
6866,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230893__akshaylaya__thi-e-135.wav,5377.0,E,thi
6867,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230894__akshaylaya__thi-e-136.wav,11265.0,E,thi
6868,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230895__akshaylaya__thi-e-137.wav,11009.0,E,thi
6869,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230896__akshaylaya__thi-e-138.wav,11009.0,E,thi
6870,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230897__akshaylaya__thi-e-139.wav,11521.0,E,thi
6871,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230898__akshaylaya__thi-e-140.wav,5563.0,E,thi
6872,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230899__akshaylaya__thi-e-141.wav,11521.0,E,thi
6873,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230900__akshaylaya__thi-e-142.wav,11521.0,E,thi
6874,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230901__akshaylaya__thi-e-143.wav,11009.0,E,thi
6875,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230902__akshaylaya__thi-e-144.wav,11265.0,E,thi
6876,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230903__akshaylaya__thi-e-145.wav,10497.0,E,thi
6877,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230904__akshaylaya__thi-e-146.wav,5121.0,E,thi
6878,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230905__akshaylaya__thi-e-147.wav,7608.0,E,thi
6879,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230906__akshaylaya__thi-e-148.wav,5377.0,E,thi
6880,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230907__akshaylaya__thi-e-149.wav,5633.0,E,thi
6881,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230908__akshaylaya__thi-e-150.wav,5377.0,E,thi
6882,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230909__akshaylaya__thi-e-151.wav,5889.0,E,thi
6883,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230910__akshaylaya__thi-e-152.wav,5889.0,E,thi
6884,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230911__akshaylaya__thi-e-153.wav,4345.0,E,thi
6885,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230912__akshaylaya__thi-e-154.wav,5121.0,E,thi
6886,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230913__akshaylaya__thi-e-155.wav,5633.0,E,thi
6887,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230914__akshaylaya__thi-e-156.wav,5633.0,E,thi
6888,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230915__akshaylaya__thi-e-157.wav,5377.0,E,thi
6889,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230916__akshaylaya__thi-e-158.wav,5121.0,E,thi
6890,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230917__akshaylaya__thi-e-159.wav,5633.0,E,thi
6891,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230918__akshaylaya__thi-e-160.wav,3984.0,E,thi
6892,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230919__akshaylaya__thi-e-161.wav,11009.0,E,thi
6893,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230920__akshaylaya__thi-e-162.wav,10753.0,E,thi
6894,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230921__akshaylaya__thi-e-163.wav,10753.0,E,thi
6895,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230922__akshaylaya__thi-e-164.wav,11521.0,E,thi
6896,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230923__akshaylaya__thi-e-165.wav,11265.0,E,thi
6897,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230924__akshaylaya__thi-e-166.wav,9347.0,E,thi
6898,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230925__akshaylaya__thi-e-167.wav,11265.0,E,thi
6899,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230926__akshaylaya__thi-e-168.wav,4995.0,E,thi
6900,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230927__akshaylaya__thi-e-169.wav,11009.0,E,thi
6901,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230928__akshaylaya__thi-e-170.wav,11265.0,E,thi
6902,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230929__akshaylaya__thi-e-171.wav,10497.0,E,thi
6903,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230930__akshaylaya__thi-e-172.wav,5633.0,E,thi
6904,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230931__akshaylaya__thi-e-173.wav,6145.0,E,thi
6905,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230932__akshaylaya__thi-e-174.wav,11265.0,E,thi
6906,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230933__akshaylaya__thi-e-175.wav,11009.0,E,thi
6907,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230934__akshaylaya__thi-e-176.wav,10675.0,E,thi
6908,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230935__akshaylaya__thi-e-177.wav,11265.0,E,thi
6909,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230936__akshaylaya__thi-e-178.wav,11777.0,E,thi
6910,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230937__akshaylaya__thi-e-179.wav,5377.0,E,thi
6911,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230938__akshaylaya__thi-e-180.wav,11521.0,E,thi
6912,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230939__akshaylaya__thi-e-181.wav,10753.0,E,thi
6913,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230940__akshaylaya__thi-e-182.wav,5889.0,E,thi
6914,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230941__akshaylaya__thi-e-183.wav,6401.0,E,thi
6915,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230942__akshaylaya__thi-e-184.wav,11265.0,E,thi
6916,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230943__akshaylaya__thi-e-185.wav,11521.0,E,thi
6917,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230944__akshaylaya__thi-e-186.wav,9654.0,E,thi
6918,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230945__akshaylaya__thi-e-187.wav,10753.0,E,thi
6919,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230946__akshaylaya__thi-e-188.wav,12033.0,E,thi
6920,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230947__akshaylaya__thi-e-189.wav,11009.0,E,thi
6921,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230948__akshaylaya__thi-e-190.wav,6145.0,E,thi
6922,/content/gdrive/My Drive/mridangam_stroke_1.0/E/230949__akshaylaya__thi-e-191.wav,10753.0,E,thi
